Seq	Host	Starttime	Runtime	Send	Receive	Exitval	Signal	Command
173	:	1487073533.007	1.326	0	0	0	0	mafft --localpair --maxiterate 1000 --quiet /users/lhancock/data/sequences/analyses_temp/lph_lane6_20161104/Ln_1t6/Ln1t6_genetrees1/Ln1t6gt1_Ambig_nGroup_15299_3_2_o150.fa > /users/lhancock/data/sequences/analyses_temp/lph_lane6_20161104/Ln_1t6/Ln1t6_genetrees1/Ln1t6gt1_Ambig_nGroup_15299_3_2_o150_al.fa
174	:	1487073534.347	1.097	0	0	0	0	mafft --localpair --maxiterate 1000 --quiet /users/lhancock/data/sequences/analyses_temp/lph_lane6_20161104/Ln_1t6/Ln1t6_genetrees1/Ln1t6gt1_15299b_1_o150.fa > /users/lhancock/data/sequences/analyses_temp/lph_lane6_20161104/Ln_1t6/Ln1t6_genetrees1/Ln1t6gt1_15299b_1_o150_al.fa
175	:	1487073535.462	1.326	0	0	0	0	mafft --localpair --maxiterate 1000 --quiet /users/lhancock/data/sequences/analyses_temp/lph_lane6_20161104/Ln_1t6/Ln1t6_genetrees1/Ln1t6gt1_Ambig_nGroup_15299_3_1_o150.fa > /users/lhancock/data/sequences/analyses_temp/lph_lane6_20161104/Ln_1t6/Ln1t6_genetrees1/Ln1t6gt1_Ambig_nGroup_15299_3_1_o150_al.fa
137	:	1487073414.982	122.918	0	0	0	0	mafft --localpair --maxiterate 1000 --quiet /users/lhancock/data/sequences/analyses_temp/lph_lane6_20161104/Ln_1t6/Ln1t6_genetrees1/Ln1t6gt1_nGroup_16321_2_o150.fa > /users/lhancock/data/sequences/analyses_temp/lph_lane6_20161104/Ln_1t6/Ln1t6_genetrees1/Ln1t6gt1_nGroup_16321_2_o150_al.fa
176	:	1487073536.802	1.131	0	0	0	0	mafft --localpair --maxiterate 1000 --quiet /users/lhancock/data/sequences/analyses_temp/lph_lane6_20161104/Ln_1t6/Ln1t6_genetrees1/Ln1t6gt1_15299b_o150.fa > /users/lhancock/data/sequences/analyses_temp/lph_lane6_20161104/Ln_1t6/Ln1t6_genetrees1/Ln1t6gt1_15299b_o150_al.fa
178	:	1487073537.95	1.097	0	0	0	0	mafft --localpair --maxiterate 1000 --quiet /users/lhancock/data/sequences/analyses_temp/lph_lane6_20161104/Ln_1t6/Ln1t6_genetrees1/Ln1t6gt1_Ambig_nGroup_15299_none_1_o150.fa > /users/lhancock/data/sequences/analyses_temp/lph_lane6_20161104/Ln_1t6/Ln1t6_genetrees1/Ln1t6gt1_Ambig_nGroup_15299_none_1_o150_al.fa
177	:	1487073537.915	1.269	0	0	0	0	mafft --localpair --maxiterate 1000 --quiet /users/lhancock/data/sequences/analyses_temp/lph_lane6_20161104/Ln_1t6/Ln1t6_genetrees1/Ln1t6gt1_nGroup_15299_5_o150.fa > /users/lhancock/data/sequences/analyses_temp/lph_lane6_20161104/Ln_1t6/Ln1t6_genetrees1/Ln1t6gt1_nGroup_15299_5_o150_al.fa
179	:	1487073539.067	1.595	0	0	0	0	mafft --localpair --maxiterate 1000 --quiet /users/lhancock/data/sequences/analyses_temp/lph_lane6_20161104/Ln_1t6/Ln1t6_genetrees1/Ln1t6gt1_nGroup_15299_1_2_1_1_1_o150.fa > /users/lhancock/data/sequences/analyses_temp/lph_lane6_20161104/Ln_1t6/Ln1t6_genetrees1/Ln1t6gt1_nGroup_15299_1_2_1_1_1_o150_al.fa
180	:	1487073539.2	1.483	0	0	0	0	mafft --localpair --maxiterate 1000 --quiet /users/lhancock/data/sequences/analyses_temp/lph_lane6_20161104/Ln_1t6/Ln1t6_genetrees1/Ln1t6gt1_nGroup_15299_1_2_1_1_2_o150.fa > /users/lhancock/data/sequences/analyses_temp/lph_lane6_20161104/Ln_1t6/Ln1t6_genetrees1/Ln1t6gt1_nGroup_15299_1_2_1_1_2_o150_al.fa
181	:	1487073540.684	1.339	0	0	0	0	mafft --localpair --maxiterate 1000 --quiet /users/lhancock/data/sequences/analyses_temp/lph_lane6_20161104/Ln_1t6/Ln1t6_genetrees1/Ln1t6gt1_nGroup_15299_1_2_3_2_o150.fa > /users/lhancock/data/sequences/analyses_temp/lph_lane6_20161104/Ln_1t6/Ln1t6_genetrees1/Ln1t6gt1_nGroup_15299_1_2_3_2_o150_al.fa
182	:	1487073540.697	1.341	0	0	0	0	mafft --localpair --maxiterate 1000 --quiet /users/lhancock/data/sequences/analyses_temp/lph_lane6_20161104/Ln_1t6/Ln1t6_genetrees1/Ln1t6gt1_nGroup_15299_1_2_4_o150.fa > /users/lhancock/data/sequences/analyses_temp/lph_lane6_20161104/Ln_1t6/Ln1t6_genetrees1/Ln1t6gt1_nGroup_15299_1_2_4_o150_al.fa
184	:	1487073542.051	1	0	0	0	0	mafft --localpair --maxiterate 1000 --quiet /users/lhancock/data/sequences/analyses_temp/lph_lane6_20161104/Ln_1t6/Ln1t6_genetrees1/Ln1t6gt1_nGroup_15299_1_1_2_o150.fa > /users/lhancock/data/sequences/analyses_temp/lph_lane6_20161104/Ln_1t6/Ln1t6_genetrees1/Ln1t6gt1_nGroup_15299_1_1_2_o150_al.fa
183	:	1487073542.038	1.421	0	0	0	0	mafft --localpair --maxiterate 1000 --quiet /users/lhancock/data/sequences/analyses_temp/lph_lane6_20161104/Ln_1t6/Ln1t6_genetrees1/Ln1t6gt1_nGroup_15299_12_o150.fa > /users/lhancock/data/sequences/analyses_temp/lph_lane6_20161104/Ln_1t6/Ln1t6_genetrees1/Ln1t6gt1_nGroup_15299_12_o150_al.fa
186	:	1487073543.468	1.762	0	0	0	0	mafft --localpair --maxiterate 1000 --quiet /users/lhancock/data/sequences/analyses_temp/lph_lane6_20161104/Ln_1t6/Ln1t6_genetrees1/Ln1t6gt1_nGroup_15299_1_1_o150.fa > /users/lhancock/data/sequences/analyses_temp/lph_lane6_20161104/Ln_1t6/Ln1t6_genetrees1/Ln1t6gt1_nGroup_15299_1_1_o150_al.fa
187	:	1487073545.25	7.341	0	0	0	0	mafft --localpair --maxiterate 1000 --quiet /users/lhancock/data/sequences/analyses_temp/lph_lane6_20161104/Ln_1t6/Ln1t6_genetrees1/Ln1t6gt1_nGroup_15299_1_o150.fa > /users/lhancock/data/sequences/analyses_temp/lph_lane6_20161104/Ln_1t6/Ln1t6_genetrees1/Ln1t6gt1_nGroup_15299_1_o150_al.fa
188	:	1487073552.609	1.763	0	0	0	0	mafft --localpair --maxiterate 1000 --quiet /users/lhancock/data/sequences/analyses_temp/lph_lane6_20161104/Ln_1t6/Ln1t6_genetrees1/Ln1t6gt1_nadme1_1_1_o150.fa > /users/lhancock/data/sequences/analyses_temp/lph_lane6_20161104/Ln_1t6/Ln1t6_genetrees1/Ln1t6gt1_nadme1_1_1_o150_al.fa
189	:	1487073554.392	1.097	0	0	0	0	mafft --localpair --maxiterate 1000 --quiet /users/lhancock/data/sequences/analyses_temp/lph_lane6_20161104/Ln_1t6/Ln1t6_genetrees1/Ln1t6gt1_nadme1_1_4_o150.fa > /users/lhancock/data/sequences/analyses_temp/lph_lane6_20161104/Ln_1t6/Ln1t6_genetrees1/Ln1t6gt1_nadme1_1_4_o150_al.fa
75	:	1487073278.435	286.836	0	0	0	0	mafft --localpair --maxiterate 1000 --quiet /users/lhancock/data/sequences/analyses_temp/lph_lane6_20161104/Ln_1t6/Ln1t6_genetrees1/Ln1t6gt1_nGroup_22620_2_o150.fa > /users/lhancock/data/sequences/analyses_temp/lph_lane6_20161104/Ln_1t6/Ln1t6_genetrees1/Ln1t6gt1_nGroup_22620_2_o150_al.fa
165	:	1487073515.338	49.952	0	0	0	0	mafft --localpair --maxiterate 1000 --quiet /users/lhancock/data/sequences/analyses_temp/lph_lane6_20161104/Ln_1t6/Ln1t6_genetrees1/Ln1t6gt1_nadme2_1_o150.fa > /users/lhancock/data/sequences/analyses_temp/lph_lane6_20161104/Ln_1t6/Ln1t6_genetrees1/Ln1t6gt1_nadme2_1_o150_al.fa
192	:	1487073565.303	1.326	0	0	0	0	mafft --localpair --maxiterate 1000 --quiet /users/lhancock/data/sequences/analyses_temp/lph_lane6_20161104/Ln_1t6/Ln1t6_genetrees1/Ln1t6gt1_asp1_17_o150.fa > /users/lhancock/data/sequences/analyses_temp/lph_lane6_20161104/Ln_1t6/Ln1t6_genetrees1/Ln1t6gt1_asp1_17_o150_al.fa
191	:	1487073565.291	2.962	0	0	0	0	mafft --localpair --maxiterate 1000 --quiet /users/lhancock/data/sequences/analyses_temp/lph_lane6_20161104/Ln_1t6/Ln1t6_genetrees1/Ln1t6gt1_nadme1_2_o150.fa > /users/lhancock/data/sequences/analyses_temp/lph_lane6_20161104/Ln_1t6/Ln1t6_genetrees1/Ln1t6gt1_nadme1_2_o150_al.fa
193	:	1487073566.649	2.828	0	0	0	0	mafft --localpair --maxiterate 1000 --quiet /users/lhancock/data/sequences/analyses_temp/lph_lane6_20161104/Ln_1t6/Ln1t6_genetrees1/Ln1t6gt1_asp1_15_o150.fa > /users/lhancock/data/sequences/analyses_temp/lph_lane6_20161104/Ln_1t6/Ln1t6_genetrees1/Ln1t6gt1_asp1_15_o150_al.fa
194	:	1487073568.271	1.342	0	0	0	0	mafft --localpair --maxiterate 1000 --quiet /users/lhancock/data/sequences/analyses_temp/lph_lane6_20161104/Ln_1t6/Ln1t6_genetrees1/Ln1t6gt1_asp1_14_o150.fa > /users/lhancock/data/sequences/analyses_temp/lph_lane6_20161104/Ln_1t6/Ln1t6_genetrees1/Ln1t6gt1_asp1_14_o150_al.fa
185	:	1487073543.071	27.553	0	0	0	0	mafft --localpair --maxiterate 1000 --quiet /users/lhancock/data/sequences/analyses_temp/lph_lane6_20161104/Ln_1t6/Ln1t6_genetrees1/Ln1t6gt1_nGroup_15299_2_o150.fa > /users/lhancock/data/sequences/analyses_temp/lph_lane6_20161104/Ln_1t6/Ln1t6_genetrees1/Ln1t6gt1_nGroup_15299_2_o150_al.fa
195	:	1487073569.496	1.714	0	0	0	0	mafft --localpair --maxiterate 1000 --quiet /users/lhancock/data/sequences/analyses_temp/lph_lane6_20161104/Ln_1t6/Ln1t6_genetrees1/Ln1t6gt1_asp1_2_o150.fa > /users/lhancock/data/sequences/analyses_temp/lph_lane6_20161104/Ln_1t6/Ln1t6_genetrees1/Ln1t6gt1_asp1_2_o150_al.fa
197	:	1487073570.643	2.04	0	0	0	0	mafft --localpair --maxiterate 1000 --quiet /users/lhancock/data/sequences/analyses_temp/lph_lane6_20161104/Ln_1t6/Ln1t6_genetrees1/Ln1t6gt1_asp1_5_o150.fa > /users/lhancock/data/sequences/analyses_temp/lph_lane6_20161104/Ln_1t6/Ln1t6_genetrees1/Ln1t6gt1_asp1_5_o150_al.fa
199	:	1487073572.7	1.458	0	0	0	0	mafft --localpair --maxiterate 1000 --quiet /users/lhancock/data/sequences/analyses_temp/lph_lane6_20161104/Ln_1t6/Ln1t6_genetrees1/Ln1t6gt1_asp1_10_o150.fa > /users/lhancock/data/sequences/analyses_temp/lph_lane6_20161104/Ln_1t6/Ln1t6_genetrees1/Ln1t6gt1_asp1_10_o150_al.fa
200	:	1487073574.172	3.769	0	0	0	0	mafft --localpair --maxiterate 1000 --quiet /users/lhancock/data/sequences/analyses_temp/lph_lane6_20161104/Ln_1t6/Ln1t6_genetrees1/Ln1t6gt1_asp1_7_o150.fa > /users/lhancock/data/sequences/analyses_temp/lph_lane6_20161104/Ln_1t6/Ln1t6_genetrees1/Ln1t6gt1_asp1_7_o150_al.fa
201	:	1487073577.955	1.603	0	0	0	0	mafft --localpair --maxiterate 1000 --quiet /users/lhancock/data/sequences/analyses_temp/lph_lane6_20161104/Ln_1t6/Ln1t6_genetrees1/Ln1t6gt1_asp1_11_o150.fa > /users/lhancock/data/sequences/analyses_temp/lph_lane6_20161104/Ln_1t6/Ln1t6_genetrees1/Ln1t6gt1_asp1_11_o150_al.fa
202	:	1487073579.577	1.326	0	0	0	0	mafft --localpair --maxiterate 1000 --quiet /users/lhancock/data/sequences/analyses_temp/lph_lane6_20161104/Ln_1t6/Ln1t6_genetrees1/Ln1t6gt1_nhd_1_2_1_4_2_1_2_o150.fa > /users/lhancock/data/sequences/analyses_temp/lph_lane6_20161104/Ln_1t6/Ln1t6_genetrees1/Ln1t6gt1_nhd_1_2_1_4_2_1_2_o150_al.fa
128	:	1487073379.677	215.202	0	0	0	0	mafft --localpair --maxiterate 1000 --quiet /users/lhancock/data/sequences/analyses_temp/lph_lane6_20161104/Ln_1t6/Ln1t6_genetrees1/Ln1t6gt1_nGroup_1537_2_o150.fa > /users/lhancock/data/sequences/analyses_temp/lph_lane6_20161104/Ln_1t6/Ln1t6_genetrees1/Ln1t6gt1_nGroup_1537_2_o150_al.fa
204	:	1487073594.899	1.458	0	0	0	0	mafft --localpair --maxiterate 1000 --quiet /users/lhancock/data/sequences/analyses_temp/lph_lane6_20161104/Ln_1t6/Ln1t6_genetrees1/Ln1t6gt1_nhd_4_o150.fa > /users/lhancock/data/sequences/analyses_temp/lph_lane6_20161104/Ln_1t6/Ln1t6_genetrees1/Ln1t6gt1_nhd_4_o150_al.fa
205	:	1487073596.365	1.326	0	0	0	0	mafft --localpair --maxiterate 1000 --quiet /users/lhancock/data/sequences/analyses_temp/lph_lane6_20161104/Ln_1t6/Ln1t6_genetrees1/Ln1t6gt1_nhd_1_2_1_1_2_o150.fa > /users/lhancock/data/sequences/analyses_temp/lph_lane6_20161104/Ln_1t6/Ln1t6_genetrees1/Ln1t6gt1_nhd_1_2_1_1_2_o150_al.fa
206	:	1487073597.711	1.458	0	0	0	0	mafft --localpair --maxiterate 1000 --quiet /users/lhancock/data/sequences/analyses_temp/lph_lane6_20161104/Ln_1t6/Ln1t6_genetrees1/Ln1t6gt1_nhd_1_2_1_1_1_o150.fa > /users/lhancock/data/sequences/analyses_temp/lph_lane6_20161104/Ln_1t6/Ln1t6_genetrees1/Ln1t6gt1_nhd_1_2_1_1_1_o150_al.fa
198	:	1487073571.225	29.721	0	0	0	0	mafft --localpair --maxiterate 1000 --quiet /users/lhancock/data/sequences/analyses_temp/lph_lane6_20161104/Ln_1t6/Ln1t6_genetrees1/Ln1t6gt1_asp1_6_o150.fa > /users/lhancock/data/sequences/analyses_temp/lph_lane6_20161104/Ln_1t6/Ln1t6_genetrees1/Ln1t6gt1_asp1_6_o150_al.fa
7	:	1487073256.773	344.547	0	0	0	0	mafft --localpair --maxiterate 1000 --quiet /users/lhancock/data/sequences/analyses_temp/lph_lane6_20161104/Ln_1t6/Ln1t6_genetrees1/Ln1t6gt1_nGroup_24488_2_o150.fa > /users/lhancock/data/sequences/analyses_temp/lph_lane6_20161104/Ln_1t6/Ln1t6_genetrees1/Ln1t6gt1_nGroup_24488_2_o150_al.fa
209	:	1487073601.349	1.458	0	0	0	0	mafft --localpair --maxiterate 1000 --quiet /users/lhancock/data/sequences/analyses_temp/lph_lane6_20161104/Ln_1t6/Ln1t6_genetrees1/Ln1t6gt1_nhd_1_2_1_3_o150.fa > /users/lhancock/data/sequences/analyses_temp/lph_lane6_20161104/Ln_1t6/Ln1t6_genetrees1/Ln1t6gt1_nhd_1_2_1_3_o150_al.fa
210	:	1487073602.836	1.938	0	0	0	0	mafft --localpair --maxiterate 1000 --quiet /users/lhancock/data/sequences/analyses_temp/lph_lane6_20161104/Ln_1t6/Ln1t6_genetrees1/Ln1t6gt1_nhd_1_1_o150.fa > /users/lhancock/data/sequences/analyses_temp/lph_lane6_20161104/Ln_1t6/Ln1t6_genetrees1/Ln1t6gt1_nhd_1_1_o150_al.fa
211	:	1487073604.797	1.326	0	0	0	0	mafft --localpair --maxiterate 1000 --quiet /users/lhancock/data/sequences/analyses_temp/lph_lane6_20161104/Ln_1t6/Ln1t6_genetrees1/Ln1t6gt1_nhd_1_2_1_4_1_o150.fa > /users/lhancock/data/sequences/analyses_temp/lph_lane6_20161104/Ln_1t6/Ln1t6_genetrees1/Ln1t6gt1_nhd_1_2_1_4_1_o150_al.fa
212	:	1487073606.145	1.603	0	0	0	0	mafft --localpair --maxiterate 1000 --quiet /users/lhancock/data/sequences/analyses_temp/lph_lane6_20161104/Ln_1t6/Ln1t6_genetrees1/Ln1t6gt1_nhd_1_2_1_4_2_1_o150.fa > /users/lhancock/data/sequences/analyses_temp/lph_lane6_20161104/Ln_1t6/Ln1t6_genetrees1/Ln1t6gt1_nhd_1_2_1_4_2_1_o150_al.fa
213	:	1487073607.768	6.671	0	0	0	0	mafft --localpair --maxiterate 1000 --quiet /users/lhancock/data/sequences/analyses_temp/lph_lane6_20161104/Ln_1t6/Ln1t6_genetrees1/Ln1t6gt1_nGroup_6043_1_o150.fa > /users/lhancock/data/sequences/analyses_temp/lph_lane6_20161104/Ln_1t6/Ln1t6_genetrees1/Ln1t6gt1_nGroup_6043_1_o150_al.fa
208	:	1487073600.966	19	0	0	0	0	mafft --localpair --maxiterate 1000 --quiet /users/lhancock/data/sequences/analyses_temp/lph_lane6_20161104/Ln_1t6/Ln1t6_genetrees1/Ln1t6gt1_nhd_1_2_1_o150.fa > /users/lhancock/data/sequences/analyses_temp/lph_lane6_20161104/Ln_1t6/Ln1t6_genetrees1/Ln1t6gt1_nhd_1_2_1_o150_al.fa
215	:	1487073619.985	1.206	0	0	0	0	mafft --localpair --maxiterate 1000 --quiet /users/lhancock/data/sequences/analyses_temp/lph_lane6_20161104/Ln_1t6/Ln1t6_genetrees1/Ln1t6gt1_Ambig_nGroup_6043_none_2_o150.fa > /users/lhancock/data/sequences/analyses_temp/lph_lane6_20161104/Ln_1t6/Ln1t6_genetrees1/Ln1t6gt1_Ambig_nGroup_6043_none_2_o150_al.fa
216	:	1487073621.211	1.206	0	0	0	0	mafft --localpair --maxiterate 1000 --quiet /users/lhancock/data/sequences/analyses_temp/lph_lane6_20161104/Ln_1t6/Ln1t6_genetrees1/Ln1t6gt1_Ambig_nGroup_6043_3_3_o150.fa > /users/lhancock/data/sequences/analyses_temp/lph_lane6_20161104/Ln_1t6/Ln1t6_genetrees1/Ln1t6gt1_Ambig_nGroup_6043_3_3_o150_al.fa
217	:	1487073622.426	1.458	0	0	0	0	mafft --localpair --maxiterate 1000 --quiet /users/lhancock/data/sequences/analyses_temp/lph_lane6_20161104/Ln_1t6/Ln1t6_genetrees1/Ln1t6gt1_Ambig_nGroup_6043_6043b_6043a_1_o150.fa > /users/lhancock/data/sequences/analyses_temp/lph_lane6_20161104/Ln_1t6/Ln1t6_genetrees1/Ln1t6gt1_Ambig_nGroup_6043_6043b_6043a_1_o150_al.fa
218	:	1487073623.904	1.326	0	0	0	0	mafft --localpair --maxiterate 1000 --quiet /users/lhancock/data/sequences/analyses_temp/lph_lane6_20161104/Ln_1t6/Ln1t6_genetrees1/Ln1t6gt1_6043b_1_o150.fa > /users/lhancock/data/sequences/analyses_temp/lph_lane6_20161104/Ln_1t6/Ln1t6_genetrees1/Ln1t6gt1_6043b_1_o150_al.fa
219	:	1487073625.245	1.326	0	0	0	0	mafft --localpair --maxiterate 1000 --quiet /users/lhancock/data/sequences/analyses_temp/lph_lane6_20161104/Ln_1t6/Ln1t6_genetrees1/Ln1t6gt1_Ambig_nGroup_6043_4_3_o150.fa > /users/lhancock/data/sequences/analyses_temp/lph_lane6_20161104/Ln_1t6/Ln1t6_genetrees1/Ln1t6gt1_Ambig_nGroup_6043_4_3_o150_al.fa
220	:	1487073626.586	1.326	0	0	0	0	mafft --localpair --maxiterate 1000 --quiet /users/lhancock/data/sequences/analyses_temp/lph_lane6_20161104/Ln_1t6/Ln1t6_genetrees1/Ln1t6gt1_Ambig_nGroup_6043_none_4_o150.fa > /users/lhancock/data/sequences/analyses_temp/lph_lane6_20161104/Ln_1t6/Ln1t6_genetrees1/Ln1t6gt1_Ambig_nGroup_6043_none_4_o150_al.fa
221	:	1487073627.932	1.326	0	0	0	0	mafft --localpair --maxiterate 1000 --quiet /users/lhancock/data/sequences/analyses_temp/lph_lane6_20161104/Ln_1t6/Ln1t6_genetrees1/Ln1t6gt1_nGroup_6043_16_o150.fa > /users/lhancock/data/sequences/analyses_temp/lph_lane6_20161104/Ln_1t6/Ln1t6_genetrees1/Ln1t6gt1_nGroup_6043_16_o150_al.fa
222	:	1487073629.278	1.097	0	0	0	0	mafft --localpair --maxiterate 1000 --quiet /users/lhancock/data/sequences/analyses_temp/lph_lane6_20161104/Ln_1t6/Ln1t6_genetrees1/Ln1t6gt1_Ambig_nGroup_6043_3_2_o150.fa > /users/lhancock/data/sequences/analyses_temp/lph_lane6_20161104/Ln_1t6/Ln1t6_genetrees1/Ln1t6gt1_Ambig_nGroup_6043_3_2_o150_al.fa
110	:	1487073349.078	283.078	0	0	0	0	mafft --localpair --maxiterate 1000 --quiet /users/lhancock/data/sequences/analyses_temp/lph_lane6_20161104/Ln_1t6/Ln1t6_genetrees1/Ln1t6gt1_nGroup_22334_1_1_o150.fa > /users/lhancock/data/sequences/analyses_temp/lph_lane6_20161104/Ln_1t6/Ln1t6_genetrees1/Ln1t6gt1_nGroup_22334_1_1_o150_al.fa
224	:	1487073632.175	1.097	0	0	0	0	mafft --localpair --maxiterate 1000 --quiet /users/lhancock/data/sequences/analyses_temp/lph_lane6_20161104/Ln_1t6/Ln1t6_genetrees1/Ln1t6gt1_Ambig_nGroup_6043_4_2_o150.fa > /users/lhancock/data/sequences/analyses_temp/lph_lane6_20161104/Ln_1t6/Ln1t6_genetrees1/Ln1t6gt1_Ambig_nGroup_6043_4_2_o150_al.fa
223	:	1487073630.394	5.482	0	0	0	0	mafft --localpair --maxiterate 1000 --quiet /users/lhancock/data/sequences/analyses_temp/lph_lane6_20161104/Ln_1t6/Ln1t6_genetrees1/Ln1t6gt1_nGroup_6043_8_o150.fa > /users/lhancock/data/sequences/analyses_temp/lph_lane6_20161104/Ln_1t6/Ln1t6_genetrees1/Ln1t6gt1_nGroup_6043_8_o150_al.fa
226	:	1487073635.895	1.326	0	0	0	0	mafft --localpair --maxiterate 1000 --quiet /users/lhancock/data/sequences/analyses_temp/lph_lane6_20161104/Ln_1t6/Ln1t6_genetrees1/Ln1t6gt1_6043b_o150.fa > /users/lhancock/data/sequences/analyses_temp/lph_lane6_20161104/Ln_1t6/Ln1t6_genetrees1/Ln1t6gt1_6043b_o150_al.fa
227	:	1487073637.24	1.326	0	0	0	0	mafft --localpair --maxiterate 1000 --quiet /users/lhancock/data/sequences/analyses_temp/lph_lane6_20161104/Ln_1t6/Ln1t6_genetrees1/Ln1t6gt1_Ambig_nGroup_6043_none_1_o150.fa > /users/lhancock/data/sequences/analyses_temp/lph_lane6_20161104/Ln_1t6/Ln1t6_genetrees1/Ln1t6gt1_Ambig_nGroup_6043_none_1_o150_al.fa
228	:	1487073638.579	1.326	0	0	0	0	mafft --localpair --maxiterate 1000 --quiet /users/lhancock/data/sequences/analyses_temp/lph_lane6_20161104/Ln_1t6/Ln1t6_genetrees1/Ln1t6gt1_nGroup_6043_12_o150.fa > /users/lhancock/data/sequences/analyses_temp/lph_lane6_20161104/Ln_1t6/Ln1t6_genetrees1/Ln1t6gt1_nGroup_6043_12_o150_al.fa
155	:	1487073491.78	149.465	0	0	0	0	mafft --localpair --maxiterate 1000 --quiet /users/lhancock/data/sequences/analyses_temp/lph_lane6_20161104/Ln_1t6/Ln1t6_genetrees1/Ln1t6gt1_nGroup_16142_7_o150.fa > /users/lhancock/data/sequences/analyses_temp/lph_lane6_20161104/Ln_1t6/Ln1t6_genetrees1/Ln1t6gt1_nGroup_16142_7_o150_al.fa
229	:	1487073639.919	1.857	0	0	0	0	mafft --localpair --maxiterate 1000 --quiet /users/lhancock/data/sequences/analyses_temp/lph_lane6_20161104/Ln_1t6/Ln1t6_genetrees1/Ln1t6gt1_nGroup_6043_10_o150.fa > /users/lhancock/data/sequences/analyses_temp/lph_lane6_20161104/Ln_1t6/Ln1t6_genetrees1/Ln1t6gt1_nGroup_6043_10_o150_al.fa
231	:	1487073641.784	1.097	0	0	0	0	mafft --localpair --maxiterate 1000 --quiet /users/lhancock/data/sequences/analyses_temp/lph_lane6_20161104/Ln_1t6/Ln1t6_genetrees1/Ln1t6gt1_Ambig_nGroup_6043_6043b_6043a_o150.fa > /users/lhancock/data/sequences/analyses_temp/lph_lane6_20161104/Ln_1t6/Ln1t6_genetrees1/Ln1t6gt1_Ambig_nGroup_6043_6043b_6043a_o150_al.fa
230	:	1487073641.261	1.793	0	0	0	0	mafft --localpair --maxiterate 1000 --quiet /users/lhancock/data/sequences/analyses_temp/lph_lane6_20161104/Ln_1t6/Ln1t6_genetrees1/Ln1t6gt1_nGroup_6043_7_o150.fa > /users/lhancock/data/sequences/analyses_temp/lph_lane6_20161104/Ln_1t6/Ln1t6_genetrees1/Ln1t6gt1_nGroup_6043_7_o150_al.fa
207	:	1487073599.183	44.882	0	0	0	0	mafft --localpair --maxiterate 1000 --quiet /users/lhancock/data/sequences/analyses_temp/lph_lane6_20161104/Ln_1t6/Ln1t6_genetrees1/Ln1t6gt1_nhd_1_2_o150.fa > /users/lhancock/data/sequences/analyses_temp/lph_lane6_20161104/Ln_1t6/Ln1t6_genetrees1/Ln1t6gt1_nhd_1_2_o150_al.fa
214	:	1487073614.452	29.755	0	0	0	0	mafft --localpair --maxiterate 1000 --quiet /users/lhancock/data/sequences/analyses_temp/lph_lane6_20161104/Ln_1t6/Ln1t6_genetrees1/Ln1t6gt1_nGroup_6043_4_o150.fa > /users/lhancock/data/sequences/analyses_temp/lph_lane6_20161104/Ln_1t6/Ln1t6_genetrees1/Ln1t6gt1_nGroup_6043_4_o150_al.fa
232	:	1487073642.901	1.321	0	0	0	0	mafft --localpair --maxiterate 1000 --quiet /users/lhancock/data/sequences/analyses_temp/lph_lane6_20161104/Ln_1t6/Ln1t6_genetrees1/Ln1t6gt1_nGroup_16219_2_o150.fa > /users/lhancock/data/sequences/analyses_temp/lph_lane6_20161104/Ln_1t6/Ln1t6_genetrees1/Ln1t6gt1_nGroup_16219_2_o150_al.fa
234	:	1487073644.079	1.366	0	0	0	0	mafft --localpair --maxiterate 1000 --quiet /users/lhancock/data/sequences/analyses_temp/lph_lane6_20161104/Ln_1t6/Ln1t6_genetrees1/Ln1t6gt1_dic_2_10_o150.fa > /users/lhancock/data/sequences/analyses_temp/lph_lane6_20161104/Ln_1t6/Ln1t6_genetrees1/Ln1t6gt1_dic_2_10_o150_al.fa
237	:	1487073645.458	1.762	0	0	0	0	mafft --localpair --maxiterate 1000 --quiet /users/lhancock/data/sequences/analyses_temp/lph_lane6_20161104/Ln_1t6/Ln1t6_genetrees1/Ln1t6gt1_dic_2_1_o150.fa > /users/lhancock/data/sequences/analyses_temp/lph_lane6_20161104/Ln_1t6/Ln1t6_genetrees1/Ln1t6gt1_dic_2_1_o150_al.fa
235	:	1487073644.222	5.846	0	0	0	0	mafft --localpair --maxiterate 1000 --quiet /users/lhancock/data/sequences/analyses_temp/lph_lane6_20161104/Ln_1t6/Ln1t6_genetrees1/Ln1t6gt1_dic_2_5_o150.fa > /users/lhancock/data/sequences/analyses_temp/lph_lane6_20161104/Ln_1t6/Ln1t6_genetrees1/Ln1t6gt1_dic_2_5_o150_al.fa
239	:	1487073650.086	1.458	0	0	0	0	mafft --localpair --maxiterate 1000 --quiet /users/lhancock/data/sequences/analyses_temp/lph_lane6_20161104/Ln_1t6/Ln1t6_genetrees1/Ln1t6gt1_dic_2_8_o150.fa > /users/lhancock/data/sequences/analyses_temp/lph_lane6_20161104/Ln_1t6/Ln1t6_genetrees1/Ln1t6gt1_dic_2_8_o150_al.fa
