Locus	Paralog_Name	Nested_Paralogs
amk1	amk1_1	amk1_1_2,amk1_1
amk1	amk1_6	amk1_6
amk1	amk1_5_2	amk1_5_2
apl2	apl2_1_2	apl2_1_2
apl2	apl2_1	apl2,apl2_1_1,apl2_1
apl2	apl2_2	apl2_2
nGroup_2238	nGroup_2238_1	nGroup_2238_8,nGroup_2238_6,nGroup_2238_4,nGroup_2238_1,Ambig_nGroup_2238_2238og_2238_1,nGroup_2238
nGroup_2238	nGroup_2238_5	nGroup_2238_5
nGroup_2238	nGroup_2238_3	nGroup_2238_3
nGroup_2238	nGroup_2238_7	nGroup_2238_7
nGroup_2238	nGroup_2238_2	nGroup_2238_2
nGroup_2238	Ambig_nGroup_2238_2238og_2238_2	Ambig_nGroup_2238_2238og_2238_2
tdt	tdt_1	tdt_1,tdt
tdt	Ambig_tdt_none_1	Ambig_tdt_none_1
dic_1112	dic_1112_1_1_1_2_1_1_2_1_4	dic_1112_1_1_1_2_1_1_2_1_4
dic_1112	dic_1112_1_2	dic_1112_1_2
dic_1112	Oryza_sativa_cds_1	Oryza_sativa_cds_1
dic_1112	dic_1112_1_1_1_2_1_1_2_1_1	dic_1112_1_1_1_2_1_1_2_1_1
dic_1112	dic_1112_1_1_1_2_1_1_2_1_2_3_2	dic_1112_1_1_1_2_1_1_2_1_2_3_2
dic_1112	dic_1112_1_1_1_2	dic_1112_1_1_1_2_2_1,dic_1112_1_1_1_2_2,dic_1112_1_1_1_2
dic_1112	dic_1112_1_1_1_2_2_2	dic_1112_1_1_1_2_2_2
dic_1112	dic_1112_1_1_1_2_1_1_2_1_2_3_1	dic_1112_1_1_1_2_1_1_2_1_2_3_1
dic_1112	dic_1112_1_1_1_2_1_1_2_1_2_2	dic_1112_1_1_1_2_1_1_2_1_2_2
dic_1112	dic_1112_1_1_1_1_1_2	dic_1112_1_1_1_1_1_2
dic_1112	dic_1112_1_1_1_1_2	dic_1112_1_1_1_1_2
dic_1112	dic_1112_1_1_1_1_1_3	dic_1112_1_1_1_1_1_3
dic_1112	dic_1112_1_1_1_2_1_2_1	dic_1112_1_1_1_2_1_2_1
dic_1112	dic_1112_1_1_1_1	dic_1112_1_1_1_1_1_1,dic_1112_1_1_1_1_3,dic_1112_1_1_1_1_1,dic_1112_1_1_1_1,dic_1112_1_1_1_1_1_4
dic_1112	dic_1112_1_1_1_1_4	dic_1112_1_1_1_1_4
dic_1112	dic_1112_1_1	dic_1112_1_1,dic_1112_1_1_2
dic_1112	dic_1112_1_1_1_2_1	dic_1112_1_1_1_2_1_2,dic_1112_1_1_1_2_1_2_2,dic_1112_1_1_1_2_1
dic_1112	dic_1112_1_1_1_2_1_1_2	dic_1112_1_1_1_2_1_1_2,dic_1112_1_1_1_2_1_1_2_2
dic_1112	dic_1112_1_1_1_2_1_1_1	dic_1112_1_1_1_2_1_1_1,dic_1112_1_1_1_2_1_1_1_1
dic_1112	dic_1112_1_1_1_2_1_1_1_2	dic_1112_1_1_1_2_1_1_1_2
dic_1112	dic_1112_1_1_1_2_1_1_2_1	dic_1112_1_1_1_2_1_1_2_1,dic_1112_1_1_1_2_1_1_2_1_2_1,dic_1112_1_1_1_2_1_1_2_1_3,dic_1112_1_1_1_2_1_1_2_1_2,dic_1112_1_1_1_2_1_1_2_1_2_4
nGroup_441	nGroup_441_1_3_1_1_1	nGroup_441_1_3_1_1_1
nGroup_441	nGroup_441_1_3_2_5	nGroup_441_1_3_2_5_1,nGroup_441_1_3_2_5
nGroup_441	nGroup_441_1_3_2_8	nGroup_441_1_3_2_8,nGroup_441_1_3_2_8_1
nGroup_441	nGroup_441_1_3_2	nGroup_441_1_3_2,nGroup_441_1_3_2_6_1,nGroup_441_1_3_2_1,nGroup_441_1_3_2_3,nGroup_441_1_3_2_7,nGroup_441_1_3_2_6
nGroup_441	nGroup_441_1	nGroup_441_1_1,nGroup_441_1,nGroup_441_1_4
nGroup_441	nGroup_441_1_3_2_8_2	nGroup_441_1_3_2_8_2
nGroup_441	nGroup_441_1_3_1_2	nGroup_441_1_3_1_2
nGroup_441	nGroup_441_1_3_2_6_2	nGroup_441_1_3_2_6_2_1,nGroup_441_1_3_2_6_2
nGroup_441	nGroup_441_1_3_2_6_2_2	nGroup_441_1_3_2_6_2_2
nGroup_441	nGroup_441_1_3_2_5_2	nGroup_441_1_3_2_5_2
nGroup_441	441og1_1	441og1_1
nGroup_441	nGroup_441_1_3_2_4	nGroup_441_1_3_2_4
nGroup_441	nGroup_441_1_2	nGroup_441_1_2
nGroup_441	nGroup_441_1_3_1_1_2	nGroup_441_1_3_1_1_2
nGroup_441	nGroup_441_1_3_2_2_2	nGroup_441_1_3_2_2_2
nGroup_441	nGroup_441_1_3_2_2_1	nGroup_441_1_3_2_2_1
alaAT	alaAT_1_1_2_4	alaAT_1_1_2_4
alaAT	alaAT_1_1_2_9_1	alaAT_1_1_2_9_1
alaAT	alaAT_1	alaAT_1_2,alaAT_1
alaAT	alaAT_1_1_2_11_2	alaAT_1_1_2_11_2
alaAT	alaAT_1_1_4	alaAT_1_1_4
alaAT	alaAT_1_1_2_9_2	alaAT_1_1_2_9_2
alaAT	alaAT_1_1_2_8	alaAT_1_1_2_8
alaAT	alaAT_1_1_1_2	alaAT_1_1_1_2
alaAT	alaAT_1_1_1	alaAT_1_1_1,alaAT_1_1_1_1_1_2_1
alaAT	alaAT_1_1	alaAT_1_1_2_12,alaAT_1_1_2_10,alaAT_1_1_3,alaAT_1_1,alaAT_1_1_2,alaAT_1_1_2_1,alaAT_1_1_2_3,alaAT_1_1_2_6,alaAT_1_1_2_7
alaAT	alaAT_2	alaAT_2
alaAT	alaAT_1_1_2_2	alaAT_1_1_2_2
alaAT	alaAT_1_1_2_5	alaAT_1_1_2_5
alaAT	alaAT_1_1_1_1_1_1	alaAT_1_1_1_1_1_1
alaAT	alaAT_1_1_1_1_2	alaAT_1_1_1_1_2
alaAT	alaAT_1_1_2_11_1	alaAT_1_1_2_11_1
alaAT	alaAT_1_1_1_1_1_2_2	alaAT_1_1_1_1_1_2_2
nGroup_24195	nGroup_24195_5	nGroup_24195_5
nGroup_24195	24195_1	24195_1
nGroup_24195	nGroup_24195_2	nGroup_24195_4,nGroup_24195_2,nGroup_24195
nGroup_24195	nGroup_24195_1	nGroup_24195_1
nGroup_24195	nGroup_24195_6	24195_2,nGroup_24195_6,nGroup_24195_7
nGroup_24195	nGroup_24195_8	nGroup_24195_8
nGroup_4237	nGroup_4237_2	nGroup_4237,nGroup_4237_4,nGroup_4237_2
nGroup_4237	nGroup_4237_1	nGroup_4237_1
nGroup_4237	nGroup_4237_3	nGroup_4237_6,nGroup_4237_12,nGroup_4237_13,nGroup_4237_3,4237a_1
nGroup_4237	Ambig_nGroup_4237_3_2	Ambig_nGroup_4237_3_2
nGroup_4237	4237a	4237a
nGroup_4237	4237a_2	4237a_2
nGroup_4237	nGroup_4237_10	nGroup_4237_10
nGroup_4237	nGroup_4237_9	nGroup_4237_9
nGroup_4237	nGroup_4237_8	nGroup_4237_11,nGroup_4237_8
nGroup_4237	Ambig_nGroup_4237_3_1	Ambig_nGroup_4237_3_1
nGroup_11253	nGroup_11253_1_1_1_2_1	nGroup_11253_1_1_1_2_1
nGroup_11253	nGroup_11253_1_1_1_1_2_1_2_3_1_2	nGroup_11253_1_1_1_1_2_1_2_3_1_2
nGroup_11253	nGroup_11253_1_1_1_1_2_1_2_4_2	nGroup_11253_1_1_1_1_2_1_2_4_2
nGroup_11253	nGroup_11253_1_1_1_1_2_1_2_2	nGroup_11253_1_1_1_1_2_1_2_2
nGroup_11253	nGroup_11253_1_1_1_1_2_1_2_1_2	nGroup_11253_1_1_1_1_2_1_2_1_2
nGroup_11253	nGroup_11253_1_2_4	nGroup_11253_1_2_4
nGroup_11253	nGroup_11253_1_1_1_1_2_1_1_1_1_2_2	nGroup_11253_1_1_1_1_2_1_1_1_1_2_2
nGroup_11253	nGroup_11253_1_1_1_1_2_1_2_1_1_2	nGroup_11253_1_1_1_1_2_1_2_1_1_2
nGroup_11253	nGroup_11253_1_2_6	nGroup_11253_1_2_6
nGroup_11253	nGroup_11253_1_1_2_2	nGroup_11253_1_1_2_2
nGroup_11253	nGroup_11253_1_1_2_1_2	nGroup_11253_1_1_2_1_2
nGroup_11253	nGroup_11253_1_1_1_2_3_1	nGroup_11253_1_1_1_2_3_1
nGroup_11253	nGroup_11253_1_1_1_2_4	nGroup_11253_1_1_1_2_4
nGroup_11253	nGroup_11253_1_1_1_1_2_1_2_3_2	nGroup_11253_1_1_1_1_2_1_2_3_2
nGroup_11253	nGroup_11253_1_1_1_1_2_1_2_3_1_1	nGroup_11253_1_1_1_1_2_1_2_3_1_1
nGroup_11253	nGroup_11253_1_1_1_1_2_1_1_1_1_1	nGroup_11253_1_1_1_1_2_1_1_1_1_1
nGroup_11253	nGroup_11253_1_1_1_1_2_1_1_1_1_2_1	nGroup_11253_1_1_1_1_2_1_1_1_1_2_1
nGroup_11253	nGroup_11253_1_1_1_1_2_2	nGroup_11253_1_1_1_1_2_2
nGroup_11253	nGroup_11253_1_1_1_1_2_1_1_2	nGroup_11253_1_1_1_1_2_1_1_2
nGroup_11253	nGroup_11253_1_1_1_1_2_1_1_1_2	nGroup_11253_1_1_1_1_2_1_1_1_2
nGroup_11253	nGroup_11253_1_1_1_1_1	nGroup_11253_1_1_1_1_1,nGroup_11253_1_1_1_1_1_1
nGroup_11253	nGroup_11253_1_1_1_1_2	nGroup_11253_1_1_1_1_2,nGroup_11253_1_1_1_1_2_1_2,nGroup_11253_1_1_1_1_2_1_2_4_1,nGroup_11253_1_1_1_1_2_1_2_1_1_1,nGroup_11253_1_1_1_1_2_1_2_4
nGroup_11253	nGroup_11253_1_1_1_1_1_2	nGroup_11253_1_1_1_1_1_2
nGroup_11253	nGroup_11253_1_1_2_4	nGroup_11253_1_1_2_4
nGroup_11253	nGroup_11253_1_2_1	nGroup_11253_1_2_1
nGroup_11253	nGroup_11253_1_1_1_2	nGroup_11253_1_1_1_2_3_2,nGroup_11253_1_1_1_2,nGroup_11253_1_1_1_2_2
nGroup_11253	nGroup_11253_1	nGroup_11253_1,nGroup_11253_1_2_2,nGroup_11253_1_2_5,nGroup_11253_1_2,nGroup_11253_1_2_3
nGroup_11253	nGroup_11253_2	nGroup_11253,nGroup_11253_2
nGroup_11253	nGroup_11253_1_1	nGroup_11253_1_1_2_1_1,nGroup_11253_1_1_2_3,nGroup_11253_1_1,nGroup_11253_1_1_2
nGroup_8998	Ambig_nGroup_8998_none_4	Ambig_nGroup_8998_none_4
nGroup_8998	nGroup_8998_2	Ambig_nGroup_8998_none_5,nGroup_8998,Ambig_nGroup_8998_none_3,nGroup_8998_2,nGroup_8998_3,nGroup_8998_4
nGroup_8998	nGroup_8998_1	nGroup_8998_1
nGroup_8998	nGroup_8998_5	nGroup_8998_5
nGroup_8998	Ambig_nGroup_8998_none_1_2	Ambig_nGroup_8998_none_1_2
nGroup_8998	Ambig_nGroup_8998_none_1	Ambig_nGroup_8998_none_1_1,Ambig_nGroup_8998_none_1
nGroup_8998	Ambig_nGroup_8998_none_2	Ambig_nGroup_8998_none_2
nGroup_1213	nGroup_1213_6	nGroup_1213_6
nGroup_1213	nGroup_1213_1	nGroup_1213_1
nGroup_1213	nGroup_1213_2	nGroup_1213_2,nGroup_1213,nGroup_1213_5,nGroup_1213_4
nGroup_1213	nGroup_1213_3	nGroup_1213_3
bass	bass_7	bass_7
bass	bass_1	bass_1
bass	bass_6	bass_6
bass	bass2_2	bass2_2
bass	bass2_4	bass2_4
bass	bass_2	bass_2,bass,bass_4,bass_5,bass2_3,bass2_5
bass	bass_3	bass_3,bass2_1
nGroup_2917	Ambig_nGroup_2917_none_1	Ambig_nGroup_2917_none_1
nGroup_2917	nGroup_2917_1	nGroup_2917_1
nGroup_2917	2917_7_1	2917_7_1
nGroup_2917	2917_5	2917_5
nGroup_2917	2917_6	2917_6
nGroup_2917	nGroup_2917_2	nGroup_2917,2917_7,nGroup_2917_2,2917_4,nGroup_2917_4,nGroup_2917_6,2917_1,2917_3,2917_7_2,nGroup_2917_9,nGroup_2917_10
nGroup_2917	nGroup_2917_5	nGroup_2917_5
nGroup_2917	Ambig_nGroup_2917_none	Ambig_nGroup_2917_none
nGroup_2917	nGroup_2917_8	nGroup_2917_8
nGroup_2917	nGroup_2917_7	nGroup_2917_7
nGroup_2917	2917_2	2917_2
nGroup_2917	nGroup_2917_3	Ambig_nGroup_2917_2917og_2917,nGroup_2917_3
ppc2	ppc2_1	ppc2_1,ppc2
ppc2	ppc2_2	ppc2_2
apl3	apl3_4	apl3_4
apl3	apl3_5_2	apl3_5_2
apl3	Ambig_apl3_none_1	Ambig_apl3_none_1
apl3	apl3_1	apl3_1,apl3_1_2_3_2,apl3_1_2_2,apl3_1_2
apl3	Ambig_apl3_none_2	Ambig_apl3_none_2
apl3	apl3_1_2_1	apl3_1_2_1
apl3	apl3_2	apl3_5_1,apl3_6,apl3_5,apl3_3,apl3_2,apl3
apl3	apl3_1_2_4_1	apl3_1_2_4_1
apl3	apl3_1_2_3_1	apl3_1_2_3_1
apl3	apl3_1_1	apl3_1_1
apl3	apl3_1_2_4_2	apl3_1_2_4_2
nGroup_19417	nGroup_19417_1	nGroup_19417_1_1,nGroup_19417_1
nGroup_19417	19417	19417
nGroup_19417	nGroup_19417_2	nGroup_19417_16,nGroup_19417_4,nGroup_19417_2,nGroup_19417,nGroup_19417_8,Ambig_nGroup_19417_19417og_19417_3
nGroup_19417	nGroup_19417_14	nGroup_19417_14
nGroup_19417	nGroup_19417_11	nGroup_19417_11
nGroup_19417	nGroup_19417_15	nGroup_19417_15
nGroup_19417	nGroup_19417_1_2	nGroup_19417_1_2
nGroup_19417	Ambig_nGroup_19417_19417og_19417_2	Ambig_nGroup_19417_19417og_19417_2
nGroup_19417	nGroup_19417_5	nGroup_19417_5
nGroup_19417	nGroup_19417_6	nGroup_19417_6
nGroup_19417	nGroup_19417_9	nGroup_19417_13,nGroup_19417_9
nGroup_19417	nGroup_19417_7	nGroup_19417_7,Ambig_nGroup_19417_19417og_19417_1,nGroup_19417_10
nGroup_6416	Ambig_nGroup_6416_3_2	Ambig_nGroup_6416_3_2
nGroup_6416	nGroup_6416_4	nGroup_6416_4
nGroup_6416	nGroup_6416_6	nGroup_6416_6
nGroup_6416	nGroup_6416_1_2_2_5	nGroup_6416_1_2_2_5
nGroup_6416	nGroup_6416_1_2_1_1_1_2_2_2	nGroup_6416_1_2_1_1_1_2_2_2
nGroup_6416	nGroup_6416_1_2_1_1_1_2_2_1_2	nGroup_6416_1_2_1_1_1_2_2_1_2
nGroup_6416	nGroup_6416_1_2_1_1_1_1_2_2	nGroup_6416_1_2_1_1_1_1_2_2_3,nGroup_6416_1_2_1_1_1_1_2_2_1,nGroup_6416_1_2_1_1_1_1_2_2
nGroup_6416	nGroup_6416_8	nGroup_6416_8
nGroup_6416	nGroup_6416_1_2_2_4	nGroup_6416_1_2_2_4
nGroup_6416	nGroup_6416_1_2_1_1_1_2_1	nGroup_6416_1_2_1_1_1_2_1
nGroup_6416	nGroup_6416_1_2_1_1_1_1_2_2_4	nGroup_6416_1_2_1_1_1_1_2_2_4
nGroup_6416	nGroup_6416_1_2_1_2_4	nGroup_6416_1_2_1_2_4
nGroup_6416	nGroup_6416_1_2_1_1_1_1_2_1	nGroup_6416_1_2_1_1_1_1_2_1
nGroup_6416	nGroup_6416_1_2_1_1_1_1_2_2_2	nGroup_6416_1_2_1_1_1_1_2_2_2
nGroup_6416	nGroup_6416_1_2_1_2_2	nGroup_6416_1_2_1_2_2
nGroup_6416	nGroup_6416_1_2_1_1_2	nGroup_6416_1_2_1_1_2
nGroup_6416	nGroup_6416_1_2_2_1	nGroup_6416_1_2_2_1
nGroup_6416	nGroup_6416_1_2_1_1_1_1_1	nGroup_6416_1_2_1_1_1_1_1
nGroup_6416	nGroup_6416_1_2_1_1_1_2	nGroup_6416_1_2_1_1_1_2_2_1_1,nGroup_6416_1_2_1_1_1_2,nGroup_6416_1_2_1_1_1_2_2
nGroup_6416	nGroup_6416_2	nGroup_6416,nGroup_6416_2,nGroup_6416_5,nGroup_6416_7,Ambig_nGroup_6416_3_1
nGroup_6416	nGroup_6416_1_2_1_2	nGroup_6416_1_2_1_2_1,nGroup_6416_1_2_1_2,nGroup_6416_1_2_1_2_3
nGroup_6416	nGroup_6416_1_2	nGroup_6416_1_2_2,nGroup_6416_1_2_2_6,nGroup_6416_1_2_2_3,nGroup_6416_1_2_2_2,nGroup_6416_1_2
nGroup_6416	nGroup_6416_1_1_2	nGroup_6416_1_1_2
nGroup_6416	nGroup_6416_1_1	nGroup_6416_1_1_1,nGroup_6416_1_1
nGroup_20409	nGroup_20409_1	nGroup_20409_1_4_1,nGroup_20409_1,nGroup_20409_1_4_4,nGroup_20409_1_1,nGroup_20409_1_4,nGroup_20409
nGroup_20409	nGroup_20409_1_4_2	nGroup_20409_1_4_2
nGroup_20409	nGroup_20409_1_3	nGroup_20409_1_3
nGroup_20409	nGroup_20409_1_2	nGroup_20409_1_2
nGroup_20409	nGroup_20409_2	nGroup_20409_2
nGroup_20409	nGroup_20409_1_4_3	nGroup_20409_1_4_3
nGroup_1706	nGroup_1706_1_2_2_4	nGroup_1706_1_2_2_4
nGroup_1706	nGroup_1706_1_2_2_5	nGroup_1706_1_2_2_5_1,nGroup_1706_1_2_2_5
nGroup_1706	nGroup_1706_1_2_1_1	nGroup_1706_1_2_1_1_3,nGroup_1706_1_2_1_1_5_1,nGroup_1706_1_2_1_1_1,nGroup_1706_1_2_1_1,nGroup_1706_1_2_1_1_7
nGroup_1706	nGroup_1706_1_2_2_2	nGroup_1706_1_2_2_2
nGroup_1706	nGroup_1706_1_2_1_2_3_2	nGroup_1706_1_2_1_2_3_2
nGroup_1706	nGroup_1706_1_2_1_2_6	nGroup_1706_1_2_1_2_6
nGroup_1706	nGroup_1706_1_1	nGroup_1706_1_1
nGroup_1706	nGroup_1706_1_2_1_2_4	nGroup_1706_1_2_1_2_4
nGroup_1706	nGroup_1706_1_4	nGroup_1706_1_4
nGroup_1706	Oryza_sativa_cds.1706og.R_OS06G0308300_OS06T0308300-01	Oryza_sativa_cds.1706og.R_OS06G0308300_OS06T0308300-01
nGroup_1706	nGroup_1706_1_2_2_5_2	nGroup_1706_1_2_2_5_2
nGroup_1706	nGroup_1706_1_2_1_2	nGroup_1706_1_2_1_2_3_1,nGroup_1706_1_2_1_2_5,nGroup_1706_1_2_1_2_1,nGroup_1706_1_2_1_2
nGroup_1706	nGroup_1706_1	nGroup_1706_1,nGroup_1706_1_2,nGroup_1706_1_3,nGroup_1706_1_2_2_3,nGroup_1706_1_2_2_1,nGroup_1706_1_2_2_6,nGroup_1706_1_2_2
nGroup_1706	nGroup_1706_1_2_1_1_2	nGroup_1706_1_2_1_1_2
nGroup_1706	nGroup_1706_1_2_1_1_4	nGroup_1706_1_2_1_1_4
nGroup_1706	nGroup_1706_1_2_1_2_2	nGroup_1706_1_2_1_2_2
nGroup_1706	nGroup_1706_1_2_1_1_8	nGroup_1706_1_2_1_1_8
nGroup_1706	nGroup_1706_1_2_1_1_5_2	nGroup_1706_1_2_1_1_5_2
nGroup_1706	nGroup_1706_1_2_1_1_6	nGroup_1706_1_2_1_1_6
nGroup_19153	nGroup_19153_1_2_2_1_1	nGroup_19153_1_2_2_1_1
nGroup_19153	nGroup_19153_1_2_1_2_2	nGroup_19153_1_2_1_2_2
nGroup_19153	nGroup_19153_1_2_2_1_2	nGroup_19153_1_2_2_1_2
nGroup_19153	nGroup_19153_1_2_2_5	nGroup_19153_1_2_2_5
nGroup_19153	nGroup_19153_1_2_2_4	nGroup_19153_1_2_2_4
nGroup_19153	Ambig_nGroup_19153_none_2	Ambig_nGroup_19153_none_2
nGroup_19153	nGroup_19153_2	nGroup_19153,nGroup_19153_2,Ambig_nGroup_19153_none_1,Ambig_nGroup_19153_none_1_1
nGroup_19153	nGroup_19153_1_1_1	nGroup_19153_1_1_1
nGroup_19153	nGroup_19153_1_2_1_1_1	nGroup_19153_1_2_1_1_1
nGroup_19153	nGroup_19153_1_1_2	nGroup_19153_1_1_2,nGroup_19153_1_1_2_1
nGroup_19153	nGroup_19153_1_2_1_1_2_2_2	nGroup_19153_1_2_1_1_2_2_2
nGroup_19153	nGroup_19153_1_2	nGroup_19153_1_2_2_6,nGroup_19153_1_2_2_3,nGroup_19153_1_2_2_2,nGroup_19153_1_2,nGroup_19153_1_2_2
nGroup_19153	nGroup_19153_1_2_1_1_2	nGroup_19153_1_2_1_1_2_2,nGroup_19153_1_2_1_1_2,nGroup_19153_1_2_1_1_2_2_1_1_1
nGroup_19153	nGroup_19153_1_2_1_1_2_2_1_2	nGroup_19153_1_2_1_1_2_2_1_2
nGroup_19153	nGroup_19153_1_2_1_1_2_2_1_1_2	nGroup_19153_1_2_1_1_2_2_1_1_2
nGroup_19153	nGroup_19153_1_2_1_1_2_1	nGroup_19153_1_2_1_1_2_1
nGroup_19153	nGroup_19153_1_1_2_2	nGroup_19153_1_1_2_2
nGroup_19153	Ambig_nGroup_19153_none_1_2	Ambig_nGroup_19153_none_1_2
nGroup_19153	nGroup_19153_1_2_1_2	nGroup_19153_1_2_1_2,nGroup_19153_1_2_1_2_1
nGroup_2489	nGroup_2489_2	Ambig_nGroup_2489_none_1,nGroup_2489_2,nGroup_2489_4,Ambig_nGroup_2489_none_7,Ambig_nGroup_2489_none_5_2,nGroup_2489,Ambig_nGroup_2489_none_5
nGroup_2489	nGroup_2489_1	nGroup_2489_1
nGroup_2489	Ambig_nGroup_2489_none_6	Ambig_nGroup_2489_none_6
nGroup_2489	Ambig_nGroup_2489_none_8	Ambig_nGroup_2489_none_8
nGroup_2489	Ambig_nGroup_2489_none_5_1	Ambig_nGroup_2489_none_5_1
nGroup_2489	Ambig_nGroup_2489_none_2	Ambig_nGroup_2489_none_2
nGroup_2489	Ambig_nGroup_2489_none_4	Ambig_nGroup_2489_none_4
nGroup_2489	Ambig_nGroup_2489_none_3	Ambig_nGroup_2489_none_3
nGroup_2489	nGroup_2489_5	nGroup_2489_5,nGroup_2489_6
ppdk	ppdk_2	ppdk_8,ppdk_9,ppdk,ppdk_2,ppdk_4,ppdk_6
ppdk	ppdk_1	ppdk_1
ppdk	Ambig_ppdk_none_1	Ambig_ppdk_none_1
ppdk	ppdk_5	ppdk_5
ppdk	ppdk_3	ppdk_3
ppdk	ppdk_7	ppdk_7
nGroup_17974	nGroup_17974_1	nGroup_17974_1
nGroup_17974	nGroup_17974_2	nGroup_17974_3,nGroup_17974,nGroup_17974_2
nGroup_17974	nGroup_17974_4	nGroup_17974_4
nGroup_10776	Oryza_sativa_cds.10776og.R_OS04G0643000_OS04T0643000-01	Oryza_sativa_cds.10776og.R_OS04G0643000_OS04T0643000-01
nGroup_10776	nGroup_10776_1_2_2_4	nGroup_10776_1_2_2_4
nGroup_10776	nGroup_10776_1_2_1_1_1	nGroup_10776_1_2_1_1_1
nGroup_10776	nGroup_10776_1_2	nGroup_10776_1_2,nGroup_10776_1_2_1_2_1,nGroup_10776_1_2_1_2
nGroup_10776	nGroup_10776_1_2_1_1_2	nGroup_10776_1_2_1_1_2
nGroup_10776	nGroup_10776_1_1_1_2_1	nGroup_10776_1_1_1_2_1,nGroup_10776_1_1_1_2_1_2
nGroup_10776	nGroup_10776_1_1_1_1	nGroup_10776_1_1_1_1
nGroup_10776	nGroup_10776_1_1_2	nGroup_10776_1_1_2
nGroup_10776	nGroup_10776_1_2_2_2	nGroup_10776_1_2_2_2
nGroup_10776	nGroup_10776_1_2_1_2_2	nGroup_10776_1_2_1_2_2
nGroup_10776	nGroup_10776_1_1_1_2_2_2	nGroup_10776_1_1_1_2_2_2
nGroup_10776	nGroup_10776_1_1_1_2_1_1	nGroup_10776_1_1_1_2_1_1
nGroup_10776	nGroup_10776_1_2_2	nGroup_10776_1_2_2_3,nGroup_10776_1_2_2_1,nGroup_10776_1_2_2
nGroup_10776	nGroup_10776_1_1_1_2_2_4	nGroup_10776_1_1_1_2_2_4
nGroup_10776	nGroup_10776_1	nGroup_10776_1_1_1_2_2,nGroup_10776_1_1_1_2_2_5,nGroup_10776_1_1_1_2_2_3,nGroup_10776_1_1_1_2_2_7,nGroup_10776_1_1_1_2_2_1,nGroup_10776_1_1_1,nGroup_10776_1_1_1_2,nGroup_10776_1
nGroup_10776	nGroup_10776_1_1_1_2_2_6	nGroup_10776_1_1_1_2_2_6
nGroup_10776	nGroup_10776_1_1_1_2_2_8	nGroup_10776_1_1_1_2_2_8_1,nGroup_10776_1_1_1_2_2_8
nGroup_10776	nGroup_10776_1_1_1_2_2_8_2	nGroup_10776_1_1_1_2_2_8_2
betaCA	betaCA_1_4_1_1_1_2_10	betaCA_1_4_1_1_1_2_10
betaCA	betaCA_1_4_1_1_1_2_7	betaCA_1_4_1_1_1_2_7
betaCA	betaCA_1_4_1_1_1_2_1_1_1_1_1_1_1_2	betaCA_1_4_1_1_1_2_1_1_1_1_1_1_1_2
betaCA	betaCA_1_4_1_1_1_2_2	betaCA_1_4_1_1_1_2_2
betaCA	betaCA_1_4_1_1_1_2_1_2	betaCA_1_4_1_1_1_2_1_2
betaCA	betaCA_1_4_1_1_1_2_1_1_2	betaCA_1_4_1_1_1_2_1_1_2
betaCA	betaCA_1_4_1_1_1_2_1_1_1_2	betaCA_1_4_1_1_1_2_1_1_1_2
betaCA	betaCA_1_4_1_1_1_2_1_1_1_1_2	betaCA_1_4_1_1_1_2_1_1_1_1_2
betaCA	betaCA_1_4_1_1_1_2_1_1_1_1_1_2	betaCA_1_4_1_1_1_2_1_1_1_1_1_2
betaCA	betaCA_1_4_1_1_1_2_1_1_1_1_1_1_2	betaCA_1_4_1_1_1_2_1_1_1_1_1_1_2
betaCA	betaCA_1_4_1_1_1_2	betaCA_1_4_1_1_1_2_1_1_1_1_1_1_1_1,betaCA_1_4_1_1_1_2_9,betaCA_1_4_1_1_1_2_8,betaCA_1_4_1_1_1_2,betaCA_1_4_1_1_1_2_6,betaCA_1_4_1_1_1_2_3
betaCA	betaCA_1_4_1_2_2	betaCA_1_4_1_2_2
betaCA	betaCA_1_4_1_1_1_2_5	betaCA_1_4_1_1_1_2_5
betaCA	betaCA_1_4_1_1_1_1_3	betaCA_1_4_1_1_1_1_3
betaCA	betaCA_1_4_1_1_1_1_2	betaCA_1_4_1_1_1_1_2
betaCA	betaCA_1_4_1_1_1_1	betaCA_1_4_1_1_1_1_1,betaCA_1_4_1_1_1_1,betaCA_1_4_1_1_1_1_4
betaCA	betaCA_1_4_1_1_1_2_4	betaCA_1_4_1_1_1_2_4
betaCA	betaCA_1_4_1_2	betaCA_1_4_1_2_1,betaCA_1_4_1_2
betaCA	betaCA_1_4_1_1	betaCA_1_4_1_1,betaCA_1_4_1_1_2
betaCA	betaCA1_1	betaCA1_1
betaCA	betaCA_1_2	betaCA_1_2
betaCA	betaCA_1	betaCA_1_1,betaCA_1_4_2,betaCA_1,betaCA_1_4
betaCA	betaCA_1_3	betaCA_1_3
apl4	apl4_2	apl4_4,Ambig_apl4_none_1,apl4_2,apl4
apl4	apl4_1	apl4_1
apl4	Ambig_apl4_none_2	Ambig_apl4_none_2
apl4	apl4_3	apl4_3
apl4	Ambig_apl4_none_3	Ambig_apl4_none_3
nGroup_16157	16157_1	16157_1
nGroup_16157	nGroup_16157_5	nGroup_16157_5
nGroup_16157	Ambig_nGroup_16157_none_2	Ambig_nGroup_16157_none_2
nGroup_16157	Ambig_nGroup_16157_none	Ambig_nGroup_16157_none
